bioguide_id,full_name,chamber,party,state,district,seat,member_type,voting_member,first_term_start,seniority_years,govtrack_id,served_113,served_114,served_115,served_116,served_117,served_118,served_119,bills_introduced,laws_enacted,laws_via_related,laws_enacted_including,enactment_rate,standalone_rate,period,period_label,congresses_included
P000613,Jimmy Panetta,House,Democratic,CA,19,CA-19,Representative,True,2017-01-03,8.0,412685,False,False,True,True,True,True,True,55,1,0,1,0.01818181818181818,0.01818181818181818,118,118th Congress (2023–2025),118
H001068,Jared Huffman,House,Democratic,CA,2,CA-2,Representative,True,2013-01-03,12.0,412511,True,True,True,True,True,True,True,32,2,0,2,0.0625,0.0625,118,118th Congress (2023–2025),118
F000480,Vince Fong,House,Republican,CA,20,CA-20,Representative,True,2024-06-03,0.6,456958,False,False,False,False,False,True,True,3,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
C001059,Jim Costa,House,Democratic,CA,21,CA-21,Representative,True,2005-01-04,20.0,400618,True,True,True,True,True,True,True,18,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
V000129,David G. Valadao,House,Republican,CA,22,CA-22,Representative,True,2013-01-03,12.0,412515,True,True,True,False,True,True,True,22,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
O000019,Jay Obernolte,House,Republican,CA,23,CA-23,Representative,True,2021-01-03,4.0,456801,False,False,False,False,True,True,True,20,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
C001112,Salud O. Carbajal,House,Democratic,CA,24,CA-24,Representative,True,2017-01-03,8.0,412686,False,False,True,True,True,True,True,28,1,0,1,0.03571428571428571,0.03571428571428571,118,118th Congress (2023–2025),118
R000599,Raul Ruiz,House,Democratic,CA,25,CA-25,Representative,True,2013-01-03,12.0,412519,True,True,True,True,True,True,True,45,1,0,1,0.022222222222222223,0.022222222222222223,118,118th Congress (2023–2025),118
B001285,Julia Brownley,House,Democratic,CA,26,CA-26,Representative,True,2013-01-03,12.0,412516,True,True,True,True,True,True,True,51,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
C001080,Judy Chu,House,Democratic,CA,28,CA-28,Representative,True,2009-07-16,15.5,412379,True,True,True,True,True,True,True,28,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
K000401,Kevin Kiley,House,Independent,CA,3,CA-3,Representative,True,2023-01-03,2.0,456881,False,False,False,False,False,True,True,16,1,0,1,0.0625,0.0625,118,118th Congress (2023–2025),118
S000344,Brad Sherman,House,Democratic,CA,32,CA-32,Representative,True,1997-01-07,28.0,400371,True,True,True,True,True,True,True,15,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
A000371,Pete Aguilar,House,Democratic,CA,33,CA-33,Representative,True,2015-01-06,10.0,412615,False,True,True,True,True,True,True,9,2,0,2,0.2222222222222222,0.2222222222222222,118,118th Congress (2023–2025),118
G000585,Jimmy Gomez,House,Democratic,CA,34,CA-34,Representative,True,2017-07-11,7.5,412739,False,False,True,True,True,True,True,16,1,0,1,0.0625,0.0625,118,118th Congress (2023–2025),118
T000474,Norma J. Torres,House,Democratic,CA,35,CA-35,Representative,True,2015-01-06,10.0,412617,False,True,True,True,True,True,True,21,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
L000582,Ted Lieu,House,Democratic,CA,36,CA-36,Representative,True,2015-01-06,10.0,412616,False,True,True,True,True,True,True,50,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
K000400,Sydney Kamlager-Dove,House,Democratic,CA,37,CA-37,Representative,True,2023-01-03,2.0,456884,False,False,False,False,False,True,True,23,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
S001156,Linda T. Sánchez,House,Democratic,CA,38,CA-38,Representative,True,2003-01-07,22.0,400355,True,True,True,True,True,True,True,17,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
T000472,Mark Takano,House,Democratic,CA,39,CA-39,Representative,True,2013-01-03,12.0,412520,True,True,True,True,True,True,True,24,1,0,1,0.041666666666666664,0.041666666666666664,118,118th Congress (2023–2025),118
T000460,Mike Thompson,House,Democratic,CA,4,CA-4,Representative,True,1999-01-06,26.0,400403,True,True,True,True,True,True,True,11,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
K000397,Young Kim,House,Republican,CA,40,CA-40,Representative,True,2021-01-03,4.0,456802,False,False,False,False,True,True,True,28,1,0,1,0.03571428571428571,0.03571428571428571,118,118th Congress (2023–2025),118
C000059,Ken Calvert,House,Republican,CA,41,CA-41,Representative,True,1993-01-05,32.0,400057,True,True,True,True,True,True,True,21,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
G000598,Robert Garcia,House,Democratic,CA,42,CA-42,Representative,True,2023-01-03,2.0,456885,False,False,False,False,False,True,True,20,1,1,2,0.1,0.05,118,118th Congress (2023–2025),118
W000187,Maxine Waters,House,Democratic,CA,43,CA-43,Representative,True,1991-01-03,34.0,400422,True,True,True,True,True,True,True,36,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
B001300,Nanette Diaz Barragán,House,Democratic,CA,44,CA-44,Representative,True,2017-01-03,8.0,412687,False,False,True,True,True,True,True,23,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
C001110,J. Luis Correa,House,Democratic,CA,46,CA-46,Representative,True,2017-01-03,8.0,412688,False,False,True,True,True,True,True,14,1,0,1,0.07142857142857142,0.07142857142857142,118,118th Congress (2023–2025),118
I000056,Darrell Issa,House,Republican,CA,48,CA-48,Representative,True,2001-01-03,24.0,400196,True,True,True,False,True,True,True,39,2,1,3,0.07692307692307693,0.05128205128205128,118,118th Congress (2023–2025),118
L000593,Mike Levin,House,Democratic,CA,49,CA-49,Representative,True,2019-01-03,6.0,412760,False,False,False,True,True,True,True,30,1,0,1,0.03333333333333333,0.03333333333333333,118,118th Congress (2023–2025),118
M001177,Tom McClintock,House,Republican,CA,5,CA-5,Representative,True,2009-01-06,16.0,412295,True,True,True,True,True,True,True,19,1,0,1,0.05263157894736842,0.05263157894736842,118,118th Congress (2023–2025),118
P000608,Scott H. Peters,House,Democratic,CA,50,CA-50,Representative,True,2013-01-03,12.0,412523,True,True,True,True,True,True,True,21,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
J000305,Sara Jacobs,House,Democratic,CA,51,CA-51,Representative,True,2021-01-03,4.0,456804,False,False,False,False,True,True,True,22,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
V000130,Juan Vargas,House,Democratic,CA,52,CA-52,Representative,True,2013-01-03,12.0,412522,True,True,True,True,True,True,True,7,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
B001287,Ami Bera,House,Democratic,CA,6,CA-6,Representative,True,2013-01-03,12.0,412512,True,True,True,True,True,True,True,14,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
M001163,Doris O. Matsui,House,Democratic,CA,7,CA-7,Representative,True,2005-03-10,19.8,400663,True,True,True,True,True,True,True,33,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
G000559,John Garamendi,House,Democratic,CA,8,CA-8,Representative,True,2009-11-03,15.2,412382,True,True,True,True,True,True,True,40,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
H001090,Josh Harder,House,Democratic,CA,9,CA-9,Representative,True,2019-01-03,6.0,412754,False,False,False,True,True,True,True,37,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
D000197,Diana DeGette,House,Democratic,CO,1,CO-1,Representative,True,1997-01-07,28.0,400101,True,True,True,True,True,True,True,11,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
N000191,Joe Neguse,House,Democratic,CO,2,CO-2,Representative,True,2019-01-03,6.0,412761,False,False,False,True,True,True,True,102,3,1,4,0.0392156862745098,0.029411764705882353,118,118th Congress (2023–2025),118
B000825,Lauren Boebert,House,Republican,CO,4,CO-4,Representative,True,2021-01-03,4.0,456805,False,False,False,False,True,True,True,25,1,0,1,0.04,0.04,118,118th Congress (2023–2025),118
C001121,Jason Crow,House,Democratic,CO,6,CO-6,Representative,True,2019-01-03,6.0,412762,False,False,False,True,True,True,True,30,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
P000620,Brittany Pettersen,House,Democratic,CO,7,CO-7,Representative,True,2023-01-03,2.0,456886,False,False,False,False,False,True,True,25,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
L000557,John B. Larson,House,Democratic,CT,1,CT-1,Representative,True,1999-01-06,26.0,400233,True,True,True,True,True,True,True,4,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
C001069,Joe Courtney,House,Democratic,CT,2,CT-2,Representative,True,2007-01-04,18.0,412193,True,True,True,True,True,True,True,16,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
D000216,Rosa L. DeLauro,House,Democratic,CT,3,CT-3,Representative,True,1991-01-03,34.0,400103,True,True,True,True,True,True,True,37,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
H001047,James A. Himes,House,Democratic,CT,4,CT-4,Representative,True,2009-01-06,16.0,412282,True,True,True,True,True,True,True,7,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
H001081,Jahana Hayes,House,Democratic,CT,5,CT-5,Representative,True,2019-01-03,6.0,412763,False,False,False,True,True,True,True,26,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
N000147,Eleanor Holmes Norton,House,Democratic,DC,At-Large,DC-AL,Delegate/Resident Commissioner,False,1991-01-03,34.0,400295,True,True,True,True,True,True,True,102,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
F000476,Maxwell Frost,House,Democratic,FL,10,FL-10,Representative,True,2023-01-03,2.0,456890,False,False,False,False,False,True,True,19,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
W000806,Daniel Webster,House,Republican,FL,11,FL-11,Representative,True,2011-01-05,14.0,412410,True,True,True,True,True,True,True,5,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
B001257,Gus M. Bilirakis,House,Republican,FL,12,FL-12,Representative,True,2007-01-04,18.0,412250,True,True,True,True,True,True,True,31,3,0,3,0.0967741935483871,0.0967741935483871,118,118th Congress (2023–2025),118
L000596,Anna Paulina Luna,House,Republican,FL,13,FL-13,Representative,True,2023-01-03,2.0,456891,False,False,False,False,False,True,True,23,1,0,1,0.043478260869565216,0.043478260869565216,118,118th Congress (2023–2025),118
C001066,Kathy Castor,House,Democratic,FL,14,FL-14,Representative,True,2007-01-04,18.0,412195,True,True,True,True,True,True,True,23,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
L000597,Laurel M. Lee,House,Republican,FL,15,FL-15,Representative,True,2023-01-03,2.0,456892,False,False,False,False,False,True,True,16,1,1,2,0.125,0.0625,118,118th Congress (2023–2025),118
B001260,Vern Buchanan,House,Republican,FL,16,FL-16,Representative,True,2007-01-04,18.0,412196,True,True,True,True,True,True,True,38,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
S001214,W. Gregory Steube,House,Republican,FL,17,FL-17,Representative,True,2019-01-03,6.0,412766,False,False,False,True,True,True,True,65,1,0,1,0.015384615384615385,0.015384615384615385,118,118th Congress (2023–2025),118
F000472,Scott Franklin,House,Republican,FL,18,FL-18,Representative,True,2021-01-03,4.0,456807,False,False,False,False,True,True,True,21,1,0,1,0.047619047619047616,0.047619047619047616,118,118th Congress (2023–2025),118
D000032,Byron Donalds,House,Republican,FL,19,FL-19,Representative,True,2021-01-03,4.0,456808,False,False,False,False,True,True,True,68,1,0,1,0.014705882352941176,0.014705882352941176,118,118th Congress (2023–2025),118
D000628,Neal P. Dunn,House,Republican,FL,2,FL-2,Representative,True,2017-01-03,8.0,412691,False,False,True,True,True,True,True,20,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
M001199,Brian J. Mast,House,Republican,FL,21,FL-21,Representative,True,2017-01-03,8.0,412698,False,False,True,True,True,True,True,28,1,0,1,0.03571428571428571,0.03571428571428571,118,118th Congress (2023–2025),118
F000462,Lois Frankel,House,Democratic,FL,22,FL-22,Representative,True,2013-01-03,12.0,412529,True,True,True,True,True,True,True,5,1,0,1,0.2,0.2,118,118th Congress (2023–2025),118
M001217,Jared Moskowitz,House,Democratic,FL,23,FL-23,Representative,True,2023-01-03,2.0,456893,False,False,False,False,False,True,True,11,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
W000808,Frederica S. Wilson,House,Democratic,FL,24,FL-24,Representative,True,2011-01-05,14.0,412412,True,True,True,True,True,True,True,17,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
W000797,Debbie Wasserman Schultz,House,Democratic,FL,25,FL-25,Representative,True,2005-01-04,20.0,400623,True,True,True,True,True,True,True,24,1,0,1,0.041666666666666664,0.041666666666666664,118,118th Congress (2023–2025),118
D000600,Mario Diaz-Balart,House,Republican,FL,26,FL-26,Representative,True,2003-01-07,22.0,400108,True,True,True,True,True,True,True,12,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
S000168,Maria Elvira Salazar,House,Republican,FL,27,FL-27,Representative,True,2021-01-03,4.0,456810,False,False,False,False,True,True,True,28,1,1,2,0.07142857142857142,0.03571428571428571,118,118th Congress (2023–2025),118
G000593,Carlos A. Gimenez,House,Republican,FL,28,FL-28,Representative,True,2021-01-03,4.0,456809,False,False,False,False,True,True,True,18,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
C001039,Kat Cammack,House,Republican,FL,3,FL-3,Representative,True,2021-01-03,4.0,456806,False,False,False,False,True,True,True,18,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
B001314,Aaron Bean,House,Republican,FL,4,FL-4,Representative,True,2023-01-03,2.0,456888,False,False,False,False,False,True,True,19,1,0,1,0.05263157894736842,0.05263157894736842,118,118th Congress (2023–2025),118
R000609,John H. Rutherford,House,Republican,FL,5,FL-5,Representative,True,2017-01-03,8.0,412692,False,False,True,True,True,True,True,10,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
M001216,Cory Mills,House,Republican,FL,7,FL-7,Representative,True,2023-01-03,2.0,456889,False,False,False,False,False,True,True,11,1,0,1,0.09090909090909091,0.09090909090909091,118,118th Congress (2023–2025),118
S001200,Darren Soto,House,Democratic,FL,9,FL-9,Representative,True,2017-01-03,8.0,412695,False,False,True,True,True,True,True,19,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
C001103,"Earl L. ""Buddy"" Carter",House,Republican,GA,1,GA-1,Representative,True,2015-01-06,10.0,412622,False,True,True,True,True,True,True,48,2,0,2,0.041666666666666664,0.041666666666666664,118,118th Congress (2023–2025),118
C001129,Mike Collins,House,Republican,GA,10,GA-10,Representative,True,2023-01-03,2.0,456895,False,False,False,False,False,True,True,9,1,0,1,0.1111111111111111,0.1111111111111111,118,118th Congress (2023–2025),118
L000583,Barry Loudermilk,House,Republican,GA,11,GA-11,Representative,True,2015-01-06,10.0,412624,False,True,True,True,True,True,True,14,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
A000372,Rick W. Allen,House,Republican,GA,12,GA-12,Representative,True,2015-01-06,10.0,412625,False,True,True,True,True,True,True,17,1,0,1,0.058823529411764705,0.058823529411764705,118,118th Congress (2023–2025),118
B000490,"Sanford D. Bishop, Jr.",House,Democratic,GA,2,GA-2,Representative,True,1993-01-05,32.0,400030,True,True,True,True,True,True,True,6,1,0,1,0.16666666666666666,0.16666666666666666,118,118th Congress (2023–2025),118
J000288,"Henry C. ""Hank"" Johnson, Jr.",House,Democratic,GA,4,GA-4,Representative,True,2007-01-04,18.0,412199,True,True,True,True,True,True,True,18,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
W000788,Nikema Williams,House,Democratic,GA,5,GA-5,Representative,True,2021-01-03,4.0,456811,False,False,False,False,True,True,True,37,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
M001208,Lucy McBath,House,Democratic,GA,6,GA-6,Representative,True,2019-01-03,6.0,412769,False,False,False,True,True,True,True,13,2,0,2,0.15384615384615385,0.15384615384615385,118,118th Congress (2023–2025),118
M001218,Richard McCormick,House,Republican,GA,7,GA-7,Representative,True,2023-01-03,2.0,456894,False,False,False,False,False,True,True,12,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
S001189,Austin Scott,House,Republican,GA,8,GA-8,Representative,True,2011-01-05,14.0,412417,True,True,True,True,True,True,True,4,1,0,1,0.25,0.25,118,118th Congress (2023–2025),118
C001116,Andrew S. Clyde,House,Republican,GA,9,GA-9,Representative,True,2021-01-03,4.0,456813,False,False,False,False,True,True,True,16,1,0,1,0.0625,0.0625,118,118th Congress (2023–2025),118
M001219,James C. Moylan,House,Republican,GU,At-Large,GU-AL,Delegate/Resident Commissioner,False,2023-01-03,2.0,456896,False,False,False,False,False,True,True,26,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
C001055,Ed Case,House,Democratic,HI,1,HI-1,Representative,True,2003-01-07,22.0,400069,False,False,False,True,True,True,True,21,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
T000487,Jill N. Tokuda,House,Democratic,HI,2,HI-2,Representative,True,2023-01-03,2.0,456897,False,False,False,False,False,True,True,30,2,0,2,0.06666666666666667,0.06666666666666667,118,118th Congress (2023–2025),118
M001215,Mariannette Miller-Meeks,House,Republican,IA,1,IA-1,Representative,True,2021-01-03,4.0,456817,False,False,False,False,True,True,True,41,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
H001091,Ashley Hinson,House,Republican,IA,2,IA-2,Representative,True,2021-01-03,4.0,456816,False,False,False,False,True,True,True,30,1,0,1,0.03333333333333333,0.03333333333333333,118,118th Congress (2023–2025),118
N000193,Zachary Nunn,House,Republican,IA,3,IA-3,Representative,True,2023-01-03,2.0,456898,False,False,False,False,False,True,True,48,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
F000446,Randy Feenstra,House,Republican,IA,4,IA-4,Representative,True,2021-01-03,4.0,456818,False,False,False,False,True,True,True,46,1,0,1,0.021739130434782608,0.021739130434782608,118,118th Congress (2023–2025),118
F000469,Russ Fulcher,House,Republican,ID,1,ID-1,Representative,True,2019-01-03,6.0,412773,False,False,False,True,True,True,True,15,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
S001148,Michael K. Simpson,House,Republican,ID,2,ID-2,Representative,True,1999-01-06,26.0,400376,True,True,True,True,True,True,True,8,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
J000309,Jonathan L. Jackson,House,Democratic,IL,1,IL-1,Representative,True,2023-01-03,2.0,456899,False,False,False,False,False,True,True,5,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
S001190,Bradley Scott Schneider,House,Democratic,IL,10,IL-10,Representative,True,2013-01-03,12.0,412534,True,False,True,True,True,True,True,25,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
F000454,Bill Foster,House,Democratic,IL,11,IL-11,Representative,True,2008-03-08,16.8,412257,True,True,True,True,True,True,True,28,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
B001295,Mike Bost,House,Republican,IL,12,IL-12,Representative,True,2015-01-06,10.0,412629,False,True,True,True,True,True,True,33,2,0,2,0.06060606060606061,0.06060606060606061,118,118th Congress (2023–2025),118
B001315,Nikki Budzinski,House,Democratic,IL,13,IL-13,Representative,True,2023-01-03,2.0,456901,False,False,False,False,False,True,True,15,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
U000040,Lauren Underwood,House,Democratic,IL,14,IL-14,Representative,True,2019-01-03,6.0,412776,False,False,False,True,True,True,True,28,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
M001211,Mary E. Miller,House,Republican,IL,15,IL-15,Representative,True,2021-01-03,4.0,456820,False,False,False,False,True,True,True,20,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
L000585,Darin LaHood,House,Republican,IL,16,IL-16,Representative,True,2015-09-17,9.3,412674,False,True,True,True,True,True,True,30,3,0,3,0.1,0.1,118,118th Congress (2023–2025),118
S001225,Eric Sorensen,House,Democratic,IL,17,IL-17,Representative,True,2023-01-03,2.0,456902,False,False,False,False,False,True,True,12,0,1,1,0.08333333333333333,0.0,118,118th Congress (2023–2025),118
K000385,Robin L. Kelly,House,Democratic,IL,2,IL-2,Representative,True,2013-04-09,11.7,412595,True,True,True,True,True,True,True,21,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
R000617,Delia C. Ramirez,House,Democratic,IL,3,IL-3,Representative,True,2023-01-03,2.0,456900,False,False,False,False,False,True,True,7,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
G000586,"Jesús G. ""Chuy"" García",House,Democratic,IL,4,IL-4,Representative,True,2019-01-03,6.0,412774,False,False,False,True,True,True,True,11,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
Q000023,Mike Quigley,House,Democratic,IL,5,IL-5,Representative,True,2009-04-07,15.7,412331,True,True,True,True,True,True,True,11,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
C001117,Sean Casten,House,Democratic,IL,6,IL-6,Representative,True,2019-01-03,6.0,412775,False,False,False,True,True,True,True,31,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
D000096,Danny K. Davis,House,Democratic,IL,7,IL-7,Representative,True,1997-01-07,28.0,400093,True,True,True,True,True,True,True,36,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
K000391,Raja Krishnamoorthi,House,Democratic,IL,8,IL-8,Representative,True,2017-01-03,8.0,412701,False,False,True,True,True,True,True,21,1,0,1,0.047619047619047616,0.047619047619047616,118,118th Congress (2023–2025),118
S001145,Janice D. Schakowsky,House,Democratic,IL,9,IL-9,Representative,True,1999-01-06,26.0,400360,True,True,True,True,True,True,True,42,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
M001214,Frank J. Mrvan,House,Democratic,IN,1,IN-1,Representative,True,2021-01-03,4.0,456821,False,False,False,False,True,True,True,6,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
Y000067,Rudy Yakym III,House,Republican,IN,2,IN-2,Representative,True,2022-11-14,2.1,456873,False,False,False,False,True,True,True,17,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
B001307,James R. Baird,House,Republican,IN,4,IN-4,Representative,True,2019-01-03,6.0,412777,False,False,False,True,True,True,True,14,0,1,1,0.07142857142857142,0.0,118,118th Congress (2023–2025),118
S000929,Victoria Spartz,House,Republican,IN,5,IN-5,Representative,True,2021-01-03,4.0,456822,False,False,False,False,True,True,True,13,1,0,1,0.07692307692307693,0.07692307692307693,118,118th Congress (2023–2025),118
C001072,André Carson,House,Democratic,IN,7,IN-7,Representative,True,2008-03-13,16.8,412258,True,True,True,True,True,True,True,11,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
H001093,Erin Houchin,House,Republican,IN,9,IN-9,Representative,True,2023-01-03,2.0,456903,False,False,False,False,False,True,True,11,1,0,1,0.09090909090909091,0.09090909090909091,118,118th Congress (2023–2025),118
M000871,Tracey Mann,House,Republican,KS,1,KS-1,Representative,True,2021-01-03,4.0,456823,False,False,False,False,True,True,True,18,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
D000629,Sharice Davids,House,Democratic,KS,3,KS-3,Representative,True,2019-01-03,6.0,412780,False,False,False,True,True,True,True,13,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
